GO.ID	Term	Annotated	Significant	Expected	KS
GO:0010686	tetracyclic triterpenoid biosynthetic process	1	1	1	0.61664
GO:0018377	protein myristoylation	147	147	147	0.61712
GO:0032953	regulation of (1->3)-beta-D-glucan biosynthetic process	1	1	1	0.61806
GO:0030418	nicotianamine biosynthetic process	4	4	4	0.61856
GO:0051958	methotrexate transport	1	1	1	0.61903
GO:0010104	regulation of ethylene-activated signaling pathway	15	15	15	0.61936
GO:0032957	inositol trisphosphate metabolic process	18	18	18	0.61960
GO:0090342	regulation of cell aging	4	4	4	0.61998
GO:0009926	auxin polar transport	93	93	93	0.62030
GO:0007021	tubulin complex assembly	6	6	6	0.62124
GO:1990067	intrachromosomal DNA recombination	1	1	1	0.62201
GO:2001022	positive regulation of response to DNA damage stimulus	3	3	3	0.62202
GO:0048830	adventitious root development	4	4	4	0.62289
GO:0006857	oligopeptide transport	99	99	99	0.62420
GO:0006419	alanyl-tRNA aminoacylation	2	2	2	0.62487
GO:0031125	rRNA 3'-end processing	5	5	5	0.62493
GO:0006848	pyruvate transport	2	2	2	0.62526
GO:0048316	seed development	633	633	633	0.62575
GO:0051510	regulation of unidimensional cell growth	78	78	78	0.62655
GO:0046506	sulfolipid biosynthetic process	2	2	2	0.62719
GO:0080160	selenate transport	2	2	2	0.62935
GO:0006259	DNA metabolic process	749	749	749	0.63046
GO:0071900	regulation of protein serine/threonine kinase activity	43	43	43	0.63073
GO:0032928	regulation of superoxide anion generation	1	1	1	0.63090
GO:0009903	chloroplast avoidance movement	8	8	8	0.63223
GO:0015865	purine nucleotide transport	10	10	10	0.63244
GO:0006465	signal peptide processing	3	3	3	0.63269
GO:0045087	innate immune response	834	834	834	0.63315
GO:2000030	regulation of response to red or far red light	30	30	30	0.63327
GO:0042744	hydrogen peroxide catabolic process	71	71	71	0.63344
GO:0080168	abscisic acid transport	2	2	2	0.63373
GO:0070206	protein trimerization	2	2	2	0.63429
GO:0006282	regulation of DNA repair	5	5	5	0.63429
GO:0010450	inflorescence meristem growth	3	3	3	0.63528
GO:0071555	cell wall organization	423	423	423	0.63552
GO:0035335	peptidyl-tyrosine dephosphorylation	1	1	1	0.63567
GO:0090352	regulation of nitrate assimilation	1	1	1	0.63619
GO:0010247	detection of phosphate ion	1	1	1	0.63619
GO:0010183	pollen tube guidance	11	11	11	0.63699
GO:0006084	acetyl-CoA metabolic process	85	85	85	0.63720
GO:0009910	negative regulation of flower development	46	46	46	0.63805
GO:0010119	regulation of stomatal movement	49	49	49	0.63813
GO:0010086	embryonic root morphogenesis	3	3	3	0.64035
GO:0046739	transport of virus in multicellular host	8	8	8	0.64056
GO:0080153	negative regulation of reductive pentose-phosphate cycle	3	3	3	0.64060
GO:0010192	mucilage biosynthetic process	8	8	8	0.64122
GO:0090333	regulation of stomatal closure	9	9	9	0.64335
GO:0060919	auxin influx	3	3	3	0.64434
GO:0042966	biotin carboxyl carrier protein biosynthetic process	1	1	1	0.64483
GO:0010731	protein glutathionylation	5	5	5	0.64503
GO:0010143	cutin biosynthetic process	13	13	13	0.64508
GO:0030497	fatty acid elongation	7	7	7	0.64521
GO:0043985	histone H4-R3 methylation	2	2	2	0.64558
GO:0006778	porphyrin-containing compound metabolic process	215	215	215	0.64572
GO:0051410	detoxification of nitrogen compound	2	2	2	0.64674
GO:0045017	glycerolipid biosynthetic process	189	189	189	0.64686
GO:0000488	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	1	1	1	0.64699
GO:0000489	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	1	1	1	0.64699
GO:0040034	regulation of development, heterochronic	35	35	35	0.64731
GO:0048359	mucilage metabolic process involved in seed coat development	6	6	6	0.64763
GO:0019676	ammonia assimilation cycle	4	4	4	0.65028
GO:0046713	borate transport	5	5	5	0.65052
GO:0060148	positive regulation of posttranscriptional gene silencing	1	1	1	0.65093
GO:0006344	maintenance of chromatin silencing	2	2	2	0.65137
GO:0015770	sucrose transport	10	10	10	0.65211
GO:0032875	regulation of DNA endoreduplication	24	24	24	0.65215
GO:0010647	positive regulation of cell communication	32	32	32	0.65217
GO:0006825	copper ion transport	15	15	15	0.65222
GO:0010118	stomatal movement	92	92	92	0.65252
GO:0042819	vitamin B6 biosynthetic process	9	9	9	0.65256
GO:0080005	photosystem stoichiometry adjustment	3	3	3	0.65263
GO:0006461	protein complex assembly	593	593	593	0.65327
GO:0007035	vacuolar acidification	1	1	1	0.65442
GO:0015720	allantoin transport	2	2	2	0.65515
GO:0019388	galactose catabolic process	3	3	3	0.65554
GO:0071470	cellular response to osmotic stress	26	26	26	0.65606
GO:0009954	proximal/distal pattern formation	19	19	19	0.65622
GO:0052546	cell wall pectin metabolic process	41	41	41	0.65642
GO:0048564	photosystem I assembly	8	8	8	0.65678
GO:0010221	negative regulation of vernalization response	1	1	1	0.65679
GO:0070301	cellular response to hydrogen peroxide	5	5	5	0.65698
GO:0010193	response to ozone	34	34	34	0.65713
GO:0051171	regulation of nitrogen compound metabolic process	1851	1851	1851	0.65762
GO:0031117	positive regulation of microtubule depolymerization	2	2	2	0.65851
GO:0055068	cobalt ion homeostasis	1	1	1	0.65894
GO:0035436	triose phosphate transmembrane transport	4	4	4	0.66127
GO:0060772	leaf phyllotactic patterning	4	4	4	0.66156
GO:0010109	regulation of photosynthesis	26	26	26	0.66156
GO:0042550	photosystem I stabilization	3	3	3	0.66244
GO:0010152	pollen maturation	10	10	10	0.66301
GO:0010423	negative regulation of brassinosteroid biosynthetic process	1	1	1	0.66376
GO:0070178	D-serine metabolic process	2	2	2	0.66395
GO:0010477	response to sulfur dioxide	1	1	1	0.66428
GO:0007154	cell communication	1781	1781	1781	0.66491
GO:2000067	regulation of root morphogenesis	7	7	7	0.66605
GO:0080144	amino acid homeostasis	4	4	4	0.66637
GO:0009735	response to cytokinin	249	249	249	0.66649
GO:0048629	trichome patterning	2	2	2	0.66652
GO:1901703	protein localization involved in auxin polar transport	1	1	1	0.66812
GO:0009699	phenylpropanoid biosynthetic process	122	122	122	0.66861
GO:0007276	gamete generation	173	173	173	0.67049
GO:0051179	localization	2958	2958	2958	0.67121
GO:0010343	singlet oxygen-mediated programmed cell death	3	3	3	0.67192
GO:0009117	nucleotide metabolic process	677	677	677	0.67194
GO:0051365	cellular response to potassium ion starvation	2	2	2	0.67242
GO:0006097	glyoxylate cycle	1	1	1	0.67374
GO:0019605	butyrate metabolic process	1	1	1	0.67374
GO:0009615	response to virus	182	182	182	0.67415
GO:1901259	chloroplast rRNA processing	4	4	4	0.67649
GO:0048442	sepal development	70	70	70	0.67783
GO:0060548	negative regulation of cell death	168	168	168	0.67895
GO:0010025	wax biosynthetic process	16	16	16	0.67913
GO:0042493	response to drug	15	15	15	0.67925
GO:1900865	chloroplast RNA modification	4	4	4	0.67955
GO:0071484	cellular response to light intensity	9	9	9	0.68155
GO:0043255	regulation of carbohydrate biosynthetic process	22	22	22	0.68266
GO:0048523	negative regulation of cellular process	800	800	800	0.68292
GO:0010148	transpiration	5	5	5	0.68440
GO:1901684	arsenate ion transmembrane transport	2	2	2	0.68543
GO:0030163	protein catabolic process	434	434	434	0.68567
GO:0010115	regulation of abscisic acid biosynthetic process	4	4	4	0.68693
GO:0006982	response to lipid hydroperoxide	1	1	1	0.68720
GO:0010335	response to non-ionic osmotic stress	1	1	1	0.68720
GO:0052541	plant-type cell wall cellulose metabolic process	24	24	24	0.68726
GO:0050691	regulation of defense response to virus by host	2	2	2	0.68761
GO:0009268	response to pH	3	3	3	0.68831
GO:0009581	detection of external stimulus	40	40	40	0.68891
GO:0006878	cellular copper ion homeostasis	6	6	6	0.69066
GO:2000038	regulation of stomatal complex development	9	9	9	0.69168
GO:0006571	tyrosine biosynthetic process	5	5	5	0.69276
GO:2000122	negative regulation of stomatal complex development	2	2	2	0.69315
GO:0006555	methionine metabolic process	103	103	103	0.69320
GO:0042548	regulation of photosynthesis, light reaction	16	16	16	0.69376
GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway	8	8	8	0.69497
GO:0043697	cell dedifferentiation	1	1	1	0.69532
GO:0060184	cell cycle switching	1	1	1	0.69532
GO:0009301	snRNA transcription	1	1	1	0.69532
GO:0071368	cellular response to cytokinin stimulus	73	73	73	0.69542
GO:0006169	adenosine salvage	2	2	2	0.69543
GO:0010224	response to UV-B	102	102	102	0.69550
GO:0006071	glycerol metabolic process	16	16	16	0.69592
GO:0008272	sulfate transport	6	6	6	0.69657
GO:0033587	shikimate biosynthetic process	1	1	1	0.69751
GO:0055085	transmembrane transport	250	250	250	0.69781
GO:2000069	regulation of post-embryonic root development	4	4	4	0.69918
GO:0006858	extracellular transport	1	1	1	0.69926
GO:0000087	mitotic M phase	1	1	1	0.70086
GO:0035024	negative regulation of Rho protein signal transduction	1	1	1	0.70093
GO:0045839	negative regulation of mitotic nuclear division	5	5	5	0.70118
GO:0016540	protein autoprocessing	1	1	1	0.70188
GO:0001887	selenium compound metabolic process	4	4	4	0.70202
GO:1902065	response to L-glutamate	1	1	1	0.70254
GO:0006471	protein ADP-ribosylation	3	3	3	0.70261
GO:0070919	production of siRNA involved in chromatin silencing by small RNA	3	3	3	0.70294
GO:0035970	peptidyl-threonine dephosphorylation	1	1	1	0.70312
GO:0042549	photosystem II stabilization	5	5	5	0.70336
GO:0010090	trichome morphogenesis	147	147	147	0.70369
GO:0033259	plastid DNA replication	2	2	2	0.70387
GO:0006264	mitochondrial DNA replication	2	2	2	0.70387
GO:0045493	xylan catabolic process	3	3	3	0.70441
GO:0009697	salicylic acid biosynthetic process	196	196	196	0.70487
GO:0006021	inositol biosynthetic process	5	5	5	0.70500
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	2	2	2	0.70557
GO:0019827	stem cell population maintenance	60	60	60	0.70560
GO:0045337	farnesyl diphosphate biosynthetic process	2	2	2	0.70572
GO:0045732	positive regulation of protein catabolic process	4	4	4	0.70584
GO:0006904	vesicle docking involved in exocytosis	18	18	18	0.70589
GO:0052542	defense response by callose deposition	62	62	62	0.70604
GO:2000023	regulation of lateral root development	2	2	2	0.70672
GO:0010364	regulation of ethylene biosynthetic process	5	5	5	0.70749
GO:0030001	metal ion transport	503	503	503	0.70775
GO:0043069	negative regulation of programmed cell death	165	165	165	0.70811
GO:0009650	UV protection	4	4	4	0.70881
GO:0006298	mismatch repair	15	15	15	0.70914
GO:0010235	guard mother cell cytokinesis	1	1	1	0.70972
GO:0030581	symbiont intracellular protein transport in host	1	1	1	0.70979
GO:0080034	host response to induction by symbiont of tumor, nodule or growth in host	1	1	1	0.70979
GO:0006432	phenylalanyl-tRNA aminoacylation	3	3	3	0.71006
GO:0046443	FAD metabolic process	1	1	1	0.71066
GO:0006505	GPI anchor metabolic process	7	7	7	0.71070
GO:0006760	folic acid-containing compound metabolic process	18	18	18	0.71074
GO:0090143	nucleoid organization	1	1	1	0.71109
GO:0045038	protein import into chloroplast thylakoid membrane	6	6	6	0.71161
GO:0006491	N-glycan processing	6	6	6	0.71199
GO:0080027	response to herbivore	4	4	4	0.71232
GO:0000103	sulfate assimilation	14	14	14	0.71233
GO:0008033	tRNA processing	31	31	31	0.71284
GO:0043269	regulation of ion transport	148	148	148	0.71323
GO:0009415	response to water	397	397	397	0.71359
GO:0006011	UDP-glucose metabolic process	2	2	2	0.71371
GO:0080129	proteasome core complex assembly	124	124	124	0.71378
GO:0002752	cell surface pattern recognition receptor signaling pathway	1	1	1	0.71384
GO:0032491	detection of molecule of fungal origin	1	1	1	0.71384
GO:0032499	detection of peptidoglycan	1	1	1	0.71384
GO:0030835	negative regulation of actin filament depolymerization	8	8	8	0.71392
GO:0080149	sucrose induced translational repression	1	1	1	0.71442
GO:0015729	oxaloacetate transport	2	2	2	0.71494
GO:0006423	cysteinyl-tRNA aminoacylation	3	3	3	0.71577
GO:0009807	lignan biosynthetic process	12	12	12	0.71591
GO:0051289	protein homotetramerization	3	3	3	0.71702
GO:0006261	DNA-dependent DNA replication	247	247	247	0.71747
GO:0019478	D-amino acid catabolic process	2	2	2	0.71763
GO:0006065	UDP-glucuronate biosynthetic process	4	4	4	0.71823
GO:0045962	positive regulation of development, heterochronic	8	8	8	0.71836
GO:0090414	molybdate ion export from vacuole	1	1	1	0.71838
GO:0071311	cellular response to acetate	1	1	1	0.71932
GO:0071260	cellular response to mechanical stimulus	1	1	1	0.71932
GO:0009749	response to glucose	85	85	85	0.72057
GO:0009904	chloroplast accumulation movement	6	6	6	0.72117
GO:0080121	AMP transport	1	1	1	0.72126
GO:0010380	regulation of chlorophyll biosynthetic process	15	15	15	0.72232
GO:0006042	glucosamine biosynthetic process	1	1	1	0.72269
GO:0012502	induction of programmed cell death	1	1	1	0.72334
GO:0007034	vacuolar transport	128	128	128	0.72345
GO:0055114	oxidation-reduction process	383	383	383	0.72371
GO:0006874	cellular calcium ion homeostasis	28	28	28	0.72404
GO:0045039	protein import into mitochondrial inner membrane	3	3	3	0.72428
GO:1901183	positive regulation of camalexin biosynthetic process	1	1	1	0.72528
GO:0043987	histone H3-S10 phosphorylation	1	1	1	0.72606
GO:0043988	histone H3-S28 phosphorylation	1	1	1	0.72606
GO:0009691	cytokinin biosynthetic process	32	32	32	0.72983
GO:0018023	peptidyl-lysine trimethylation	2	2	2	0.73082
GO:1900490	positive regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity	1	1	1	0.73092
GO:0019450	L-cysteine catabolic process to pyruvate	1	1	1	0.73113
GO:0010087	phloem or xylem histogenesis	105	105	105	0.73143
GO:0010047	fruit dehiscence	7	7	7	0.73278
GO:0080029	cellular response to boron-containing substance levels	4	4	4	0.73337
GO:0045088	regulation of innate immune response	405	405	405	0.73344
GO:0009617	response to bacterium	554	554	554	0.73381
GO:0001560	regulation of cell growth by extracellular stimulus	2	2	2	0.73474
GO:0006303	double-strand break repair via nonhomologous end joining	2	2	2	0.73630
GO:0006954	inflammatory response	5	5	5	0.73633
GO:0007126	meiotic nuclear division	205	205	205	0.73697
GO:0019685	photosynthesis, dark reaction	9	9	9	0.73710
GO:0048015	phosphatidylinositol-mediated signaling	2	2	2	0.73995
GO:2000014	regulation of endosperm development	2	2	2	0.74190
GO:0009660	amyloplast organization	3	3	3	0.74203
GO:0032940	secretion by cell	44	44	44	0.74393
GO:0035194	posttranscriptional gene silencing by RNA	189	189	189	0.74442
GO:0015866	ADP transport	3	3	3	0.74460
GO:0046417	chorismate metabolic process	4	4	4	0.74494
GO:0030968	endoplasmic reticulum unfolded protein response	176	176	176	0.74499
GO:0046656	folic acid biosynthetic process	1	1	1	0.74502
GO:0010020	chloroplast fission	19	19	19	0.74562
GO:0010239	chloroplast mRNA processing	3	3	3	0.74594
GO:0007026	negative regulation of microtubule depolymerization	1	1	1	0.74657
GO:0034440	lipid oxidation	181	181	181	0.74661
GO:0003006	developmental process involved in reproduction	1799	1799	1799	0.74684
GO:0006987	activation of signaling protein activity involved in unfolded protein response	1	1	1	0.74727
GO:0033617	mitochondrial respiratory chain complex IV assembly	1	1	1	0.74777
GO:0043100	pyrimidine nucleobase salvage	1	1	1	0.74784
GO:0048317	seed morphogenesis	3	3	3	0.74797
GO:0080186	developmental vegetative growth	4	4	4	0.74839
GO:0006007	glucose catabolic process	93	93	93	0.74850
GO:0006085	acetyl-CoA biosynthetic process	12	12	12	0.74869
GO:0009853	photorespiration	160	160	160	0.74883
GO:0006281	DNA repair	247	247	247	0.74889
GO:0006279	premeiotic DNA replication	1	1	1	0.74896
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	4	4	4	0.75004
GO:0009886	post-embryonic animal morphogenesis	16	16	16	0.75011
GO:0009257	10-formyltetrahydrofolate biosynthetic process	2	2	2	0.75076
GO:0080162	intracellular auxin transport	1	1	1	0.75085
GO:0033500	carbohydrate homeostasis	13	13	13	0.75085
GO:0007231	osmosensory signaling pathway	4	4	4	0.75092
GO:0016120	carotene biosynthetic process	7	7	7	0.75191
GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	4	4	4	0.75228
GO:0008380	RNA splicing	273	273	273	0.75259
GO:0090470	shoot organ boundary specification	1	1	1	0.75344
GO:0010371	regulation of gibberellin biosynthetic process	1	1	1	0.75344
GO:0043447	alkane biosynthetic process	3	3	3	0.75444
GO:0009934	regulation of meristem structural organization	16	16	16	0.75492
GO:0006032	chitin catabolic process	1	1	1	0.75539
GO:0006885	regulation of pH	8	8	8	0.75602
GO:0010023	proanthocyanidin biosynthetic process	5	5	5	0.75630
GO:0006574	valine catabolic process	1	1	1	0.75637
GO:0015713	phosphoglycerate transport	6	6	6	0.75638
GO:0009231	riboflavin biosynthetic process	7	7	7	0.75648
GO:0000003	reproduction	1980	1980	1980	0.75649
GO:1901918	negative regulation of exoribonuclease activity	1	1	1	0.75658
GO:0010358	leaf shaping	6	6	6	0.75669
GO:0006995	cellular response to nitrogen starvation	23	23	23	0.75670
GO:0033365	protein localization to organelle	509	509	509	0.75703
GO:0030244	cellulose biosynthetic process	79	79	79	0.75734
GO:0009736	cytokinin-activated signaling pathway	72	72	72	0.75786
GO:0009626	plant-type hypersensitive response	389	389	389	0.75817
GO:0031047	gene silencing by RNA	309	309	309	0.75845
GO:0010271	regulation of chlorophyll catabolic process	3	3	3	0.75858
GO:0006083	acetate metabolic process	2	2	2	0.75875
GO:0009861	jasmonic acid and ethylene-dependent systemic resistance	10	10	10	0.75878
